Source,Date,Name,Job Title,Work Phone Number,Whatsapp Number,work_email,Company Name,Timeline for Instrument Issuance,Annual Requirement of Such Instruments,Annual Turnover of Your Company(USD),under_which_category_you_wants_us_to_recognize,which_instruments_you_are_looking,value_of_the_instrument_you_are_looking,Additional Information You'd Like to Share,city,Country,Assigned date,Assigned person,Sales Email Id,Reporting Name,Reporting TFS
Facebook Ads,27/10/2034,Udhaya87,Manager,254 733957818,93 9873032727,H70@gmail.com,ballanjoy,below_10_days,6_-_10_instruments_per_year,test,exporter,Financial_Bank_Gaurantee,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2034,Ndiritu Kariuki,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2035,Udhaya88,director,254 729000000,94 9873032727,H71@gmail.com,stesilenterpriseslimited,below_10_days,6_-_10_instruments_per_year,test,exporter,Financial_Bank_Gaurantee,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2035,Peter Ndungu,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2036,Udhaya89,director,254 716652800,95 9873032727,H72@gmail.com,Essy kims salon,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2036,Polycap Mayieka,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2037,Udhaya90,director,254 713955617,96 9873032727,H73@gmail.com,Najah,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2037,Samuel Nduta,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2038,Udhaya91,Founder and Owner,254 751335685,97 9873032727,H74@gmail.com,Bale Mining company,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter_Of_Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2038,Mary Jakait,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya92,Founder and Owner,254 113512599,98 9873032727,H75@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya93,Founder and Owner,254 113512599,98 9873032727,H76@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya94,Founder and Owner,254 113512599,98 9873032727,H77@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2024,Udhaya95,,258 852068412,258 862240083,H78@gmail.com,Self-Employed,,,,other,financial_bank_gaurantee,1_million_usd_to_2_million_usd,test,Beira,Mozambique,27/10/2024,Didymus Mareya,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2024,Udhaya96,-,258 852068412,258 862240083,H79@gmail.com,Instituto Nacional de Estatística,30_days_&_above,1_-_5_instruments_per_year,test,other,financial_bank_gaurantee,1_million_usd_to_2_million_usd,test,Beira,Mozambique,27/10/2024,Didymus Mareya,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2025,Udhaya97,Owner,267 77740890,26777740890,H80@gmail.com,Normalta investments pty(ltd),30_days_&_above,10_instruments_&_above_per_year,test,exporter,performance_guarantee,500000_usd_to_one_million_usd,test,Gaborone,Botswana,27/10/2025,Marco Ruiz,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2026,Udhaya98,Owner,251 910000329,251 917428286,H81@gmail.com,Normalta investments pty(ltd),30_days_&_above,6_-_10_instruments_per_year,test,online_business,merchant_account_/_payment_gateway,100000_usd_to_500000_usd,test,Asosa,Ethiopia,27/10/2026,Alemayehu Wakuma,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2027,Udhaya99,MD,234 9116563845,234 9116563845,H82@gmail.com,"Ste, Oboss Trading Enterprises",30_days_&_above,10_instruments_&_above_per_year,test,importer,tender_guarantee,100000_usd_to_500000_usd,test,Aba,Nigeria,27/10/2027,Abdou Sambou,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2028,Udhaya100,MD,91 9992611153,91 9992611153,H83@gmail.com,"Ste, Oboss Trading Enterprises",below_10_days,1_-_5_instruments_per_year,test,trader,letter_of_credit,100000_usd_to_500000_usd,test,Hisar,India,27/10/2028,Sakshi Bhatia,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2029,Udhaya101,Founder,91 7040954870,91 7030954870,H84@gmail.com,"Ste, Oboss Trading Enterprises",below_10_days,1_-_5_instruments_per_year,test,exporter,letter_of_credit,100000_usd_to_500000_usd,test,Mumbai,India,27/10/2029,Sudhakara Kempaiah,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2030,Udhaya102,Import Export,91 9811128838,91 9811128838,H85@gmail.com,Singhal Traders,15_-_30_days,10_instruments_&_above_per_year,test,exporter,letter_of_credit,500000_usd_to_one_million_usd,test,New Delhi,India,27/10/2030,Shruti Desai,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2031,Udhaya103,Export,91 9528562903,91 9528562903,H86@gmail.com,Indian agro overseas,30_days_&_above,1_-_5_instruments_per_year,test,exporter,usance_letter_of_credit,100000_usd_to_500000_usd,test,Agra,India,27/10/2031,Sravani Valivarthi,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2032,Udhaya104,Sole proprietorship,91 9873032727,91 9873032727,H87@gmail.com,Gtc,below_10_days,6_-_10_instruments_per_year,test,exporter,letter_of_credit,100000_usd_to_500000_usd,test,Delhi,India,27/10/2032,Dhaval Patel,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2033,Udhaya105,Business,254 715412481,92 9873032727,H88@gmail.com,Marsabit county company,below_10_days,6_-_10_instruments_per_year,test,exporter,Offshore Account,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2033,Kipkurui Labatt,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2034,Udhaya106,Manager,254 733957818,93 9873032727,H89@gmail.com,ballanjoy,below_10_days,6_-_10_instruments_per_year,test,exporter,Financial_Bank_Gaurantee,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2034,Ndiritu Kariuki,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2035,Udhaya107,director,254 729000000,94 9873032727,H90@gmail.com,stesilenterpriseslimited,below_10_days,6_-_10_instruments_per_year,test,exporter,Financial_Bank_Gaurantee,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2035,Peter Ndungu,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2036,Udhaya108,director,254 716652800,95 9873032727,H91@gmail.com,Essy kims salon,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2036,Polycap Mayieka,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2037,Udhaya109,director,254 713955617,96 9873032727,H92@gmail.com,Najah,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2037,Samuel Nduta,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2038,Udhaya110,Founder and Owner,254 751335685,97 9873032727,H93@gmail.com,Bale Mining company,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter_Of_Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2038,Mary Jakait,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya111,Founder and Owner,254 113512599,98 9873032727,H94@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya112,Founder and Owner,254 113512599,98 9873032727,H95@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya113,Founder and Owner,254 113512599,98 9873032727,H96@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2024,Udhaya114,-,258 852068412,258 862240083,H97@gmail.com,Instituto Nacional de Estatística,30_days_&_above,1_-_5_instruments_per_year,test,other,financial_bank_gaurantee,1_million_usd_to_2_million_usd,test,Beira,Mozambique,27/10/2024,Didymus Mareya,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2025,Udhaya115,Owner,267 77740890,26777740890,H98@gmail.com,Normalta investments pty(ltd),30_days_&_above,10_instruments_&_above_per_year,test,exporter,performance_guarantee,500000_usd_to_one_million_usd,test,Gaborone,Botswana,27/10/2025,Marco Ruiz,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2026,Udhaya116,Owner,251 910000329,251 917428286,H99@gmail.com,Normalta investments pty(ltd),30_days_&_above,6_-_10_instruments_per_year,test,online_business,merchant_account_/_payment_gateway,100000_usd_to_500000_usd,test,Asosa,Ethiopia,27/10/2026,Alemayehu Wakuma,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2027,Udhaya117,MD,234 9116563845,234 9116563845,H100@gmail.com,"Ste, Oboss Trading Enterprises",30_days_&_above,10_instruments_&_above_per_year,test,importer,tender_guarantee,100000_usd_to_500000_usd,test,Aba,Nigeria,27/10/2027,Abdou Sambou,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2028,Udhaya118,MD,91 9992611153,91 9992611153,H101@gmail.com,"Ste, Oboss Trading Enterprises",below_10_days,1_-_5_instruments_per_year,test,trader,letter_of_credit,100000_usd_to_500000_usd,test,Hisar,India,27/10/2028,Sakshi Bhatia,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2029,Udhaya119,Founder,91 7040954870,91 7030954870,H102@gmail.com,"Ste, Oboss Trading Enterprises",below_10_days,1_-_5_instruments_per_year,test,exporter,letter_of_credit,100000_usd_to_500000_usd,test,Mumbai,India,27/10/2029,Sudhakara Kempaiah,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2030,Udhaya120,Import Export,91 9811128838,91 9811128838,H103@gmail.com,Singhal Traders,15_-_30_days,10_instruments_&_above_per_year,test,exporter,letter_of_credit,500000_usd_to_one_million_usd,test,New Delhi,India,27/10/2030,Shruti Desai,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2031,Udhaya121,Export,91 9528562903,91 9528562903,H104@gmail.com,Indian agro overseas,30_days_&_above,1_-_5_instruments_per_year,test,exporter,usance_letter_of_credit,100000_usd_to_500000_usd,test,Agra,India,27/10/2031,Sravani Valivarthi,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2032,Udhaya122,Sole proprietorship,91 9873032727,91 9873032727,H105@gmail.com,Gtc,below_10_days,6_-_10_instruments_per_year,test,exporter,letter_of_credit,100000_usd_to_500000_usd,test,Delhi,India,27/10/2032,Dhaval Patel,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2033,Udhaya123,Business,254 715412481,92 9873032727,H106@gmail.com,Marsabit county company,below_10_days,6_-_10_instruments_per_year,test,exporter,Offshore Account,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2033,Kipkurui Labatt,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2034,Udhaya124,Manager,254 733957818,93 9873032727,H107@gmail.com,ballanjoy,below_10_days,6_-_10_instruments_per_year,test,exporter,Financial_Bank_Gaurantee,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2034,Ndiritu Kariuki,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2035,Udhaya125,director,254 729000000,94 9873032727,H108@gmail.com,stesilenterpriseslimited,below_10_days,6_-_10_instruments_per_year,test,exporter,Financial_Bank_Gaurantee,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2035,Peter Ndungu,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2036,Udhaya126,director,254 716652800,95 9873032727,H109@gmail.com,Essy kims salon,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2036,Polycap Mayieka,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2037,Udhaya127,director,254 713955617,96 9873032727,H110@gmail.com,Najah,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2037,Samuel Nduta,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2038,Udhaya128,Founder and Owner,254 751335685,97 9873032727,H111@gmail.com,Bale Mining company,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter_Of_Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2038,Mary Jakait,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya129,Founder and Owner,254 113512599,98 9873032727,H112@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya130,Founder and Owner,254 113512599,98 9873032727,H113@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya131,Founder and Owner,254 113512599,98 9873032727,H114@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2024,Udhaya132,,258 852068412,258 862240083,H115@gmail.com,Self-Employed,,,,other,financial_bank_gaurantee,1_million_usd_to_2_million_usd,test,Beira,Mozambique,27/10/2024,Didymus Mareya,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2024,Udhaya133,-,258 852068412,258 862240083,H116@gmail.com,Instituto Nacional de Estatística,30_days_&_above,1_-_5_instruments_per_year,test,other,financial_bank_gaurantee,1_million_usd_to_2_million_usd,test,Beira,Mozambique,27/10/2024,Didymus Mareya,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2025,Udhaya134,Owner,267 77740890,26777740890,H117@gmail.com,Normalta investments pty(ltd),30_days_&_above,10_instruments_&_above_per_year,test,exporter,performance_guarantee,500000_usd_to_one_million_usd,test,Gaborone,Botswana,27/10/2025,Marco Ruiz,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2026,Udhaya135,Owner,251 910000329,251 917428286,H118@gmail.com,Normalta investments pty(ltd),30_days_&_above,6_-_10_instruments_per_year,test,online_business,merchant_account_/_payment_gateway,100000_usd_to_500000_usd,test,Asosa,Ethiopia,27/10/2026,Alemayehu Wakuma,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2027,Udhaya136,MD,234 9116563845,234 9116563845,H119@gmail.com,"Ste, Oboss Trading Enterprises",30_days_&_above,10_instruments_&_above_per_year,test,importer,tender_guarantee,100000_usd_to_500000_usd,test,Aba,Nigeria,27/10/2027,Abdou Sambou,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2028,Udhaya137,MD,91 9992611153,91 9992611153,H120@gmail.com,"Ste, Oboss Trading Enterprises",below_10_days,1_-_5_instruments_per_year,test,trader,letter_of_credit,100000_usd_to_500000_usd,test,Hisar,India,27/10/2028,Sakshi Bhatia,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2029,Udhaya138,Founder,91 7040954870,91 7030954870,H121@gmail.com,"Ste, Oboss Trading Enterprises",below_10_days,1_-_5_instruments_per_year,test,exporter,letter_of_credit,100000_usd_to_500000_usd,test,Mumbai,India,27/10/2029,Sudhakara Kempaiah,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2030,Udhaya139,Import Export,91 9811128838,91 9811128838,H122@gmail.com,Singhal Traders,15_-_30_days,10_instruments_&_above_per_year,test,exporter,letter_of_credit,500000_usd_to_one_million_usd,test,New Delhi,India,27/10/2030,Shruti Desai,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2031,Udhaya140,Export,91 9528562903,91 9528562903,H123@gmail.com,Indian agro overseas,30_days_&_above,1_-_5_instruments_per_year,test,exporter,usance_letter_of_credit,100000_usd_to_500000_usd,test,Agra,India,27/10/2031,Sravani Valivarthi,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2032,Udhaya141,Sole proprietorship,91 9873032727,91 9873032727,H124@gmail.com,Gtc,below_10_days,6_-_10_instruments_per_year,test,exporter,letter_of_credit,100000_usd_to_500000_usd,test,Delhi,India,27/10/2032,Dhaval Patel,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2033,Udhaya142,Business,254 715412481,92 9873032727,H125@gmail.com,Marsabit county company,below_10_days,6_-_10_instruments_per_year,test,exporter,Offshore Account,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2033,Kipkurui Labatt,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2034,Udhaya143,Manager,254 733957818,93 9873032727,H126@gmail.com,ballanjoy,below_10_days,6_-_10_instruments_per_year,test,exporter,Financial_Bank_Gaurantee,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2034,Ndiritu Kariuki,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2035,Udhaya144,director,254 729000000,94 9873032727,H127@gmail.com,stesilenterpriseslimited,below_10_days,6_-_10_instruments_per_year,test,exporter,Financial_Bank_Gaurantee,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2035,Peter Ndungu,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2036,Udhaya145,director,254 716652800,95 9873032727,H128@gmail.com,Essy kims salon,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2036,Polycap Mayieka,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2037,Udhaya146,director,254 713955617,96 9873032727,H129@gmail.com,Najah,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2037,Samuel Nduta,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2038,Udhaya147,Founder and Owner,254 751335685,97 9873032727,H130@gmail.com,Bale Mining company,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter_Of_Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2038,Mary Jakait,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya148,Founder and Owner,254 113512599,98 9873032727,H131@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya149,Founder and Owner,254 113512599,98 9873032727,H132@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya150,Founder and Owner,254 113512599,98 9873032727,H133@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2024,Udhaya151,,258 852068412,258 862240083,H134@gmail.com,Self-Employed,,,,other,financial_bank_gaurantee,1_million_usd_to_2_million_usd,test,Beira,Mozambique,27/10/2024,Didymus Mareya,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2024,Udhaya152,-,258 852068412,258 862240083,H135@gmail.com,Instituto Nacional de Estatística,30_days_&_above,1_-_5_instruments_per_year,test,other,financial_bank_gaurantee,1_million_usd_to_2_million_usd,test,Beira,Mozambique,27/10/2024,Didymus Mareya,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2025,Udhaya153,Owner,267 77740890,26777740890,H136@gmail.com,Normalta investments pty(ltd),30_days_&_above,10_instruments_&_above_per_year,test,exporter,performance_guarantee,500000_usd_to_one_million_usd,test,Gaborone,Botswana,27/10/2025,Marco Ruiz,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2026,Udhaya154,Owner,251 910000329,251 917428286,H137@gmail.com,Normalta investments pty(ltd),30_days_&_above,6_-_10_instruments_per_year,test,online_business,merchant_account_/_payment_gateway,100000_usd_to_500000_usd,test,Asosa,Ethiopia,27/10/2026,Alemayehu Wakuma,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2027,Udhaya155,MD,234 9116563845,234 9116563845,H138@gmail.com,"Ste, Oboss Trading Enterprises",30_days_&_above,10_instruments_&_above_per_year,test,importer,tender_guarantee,100000_usd_to_500000_usd,test,Aba,Nigeria,27/10/2027,Abdou Sambou,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2028,Udhaya156,MD,91 9992611153,91 9992611153,H139@gmail.com,"Ste, Oboss Trading Enterprises",below_10_days,1_-_5_instruments_per_year,test,trader,letter_of_credit,100000_usd_to_500000_usd,test,Hisar,India,27/10/2028,Sakshi Bhatia,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2029,Udhaya157,Founder,91 7040954870,91 7030954870,H140@gmail.com,"Ste, Oboss Trading Enterprises",below_10_days,1_-_5_instruments_per_year,test,exporter,letter_of_credit,100000_usd_to_500000_usd,test,Mumbai,India,27/10/2029,Sudhakara Kempaiah,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2030,Udhaya158,Import Export,91 9811128838,91 9811128838,H141@gmail.com,Singhal Traders,15_-_30_days,10_instruments_&_above_per_year,test,exporter,letter_of_credit,500000_usd_to_one_million_usd,test,New Delhi,India,27/10/2030,Shruti Desai,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2031,Udhaya159,Export,91 9528562903,91 9528562903,H142@gmail.com,Indian agro overseas,30_days_&_above,1_-_5_instruments_per_year,test,exporter,usance_letter_of_credit,100000_usd_to_500000_usd,test,Agra,India,27/10/2031,Sravani Valivarthi,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2032,Udhaya160,Sole proprietorship,91 9873032727,91 9873032727,H143@gmail.com,Gtc,below_10_days,6_-_10_instruments_per_year,test,exporter,letter_of_credit,100000_usd_to_500000_usd,test,Delhi,India,27/10/2032,Dhaval Patel,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2033,Udhaya161,Business,254 715412481,92 9873032727,H144@gmail.com,Marsabit county company,below_10_days,6_-_10_instruments_per_year,test,exporter,Offshore Account,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2033,Kipkurui Labatt,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2034,Udhaya162,Manager,254 733957818,93 9873032727,H145@gmail.com,ballanjoy,below_10_days,6_-_10_instruments_per_year,test,exporter,Financial_Bank_Gaurantee,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2034,Ndiritu Kariuki,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2035,Udhaya163,director,254 729000000,94 9873032727,H146@gmail.com,stesilenterpriseslimited,below_10_days,6_-_10_instruments_per_year,test,exporter,Financial_Bank_Gaurantee,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2035,Peter Ndungu,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2036,Udhaya164,director,254 716652800,95 9873032727,H147@gmail.com,Essy kims salon,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2036,Polycap Mayieka,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2037,Udhaya165,director,254 713955617,96 9873032727,H148@gmail.com,Najah,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2037,Samuel Nduta,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2038,Udhaya166,Founder and Owner,254 751335685,97 9873032727,H149@gmail.com,Bale Mining company,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter_Of_Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2038,Mary Jakait,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya167,Founder and Owner,254 113512599,98 9873032727,H150@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya168,Founder and Owner,254 113512599,98 9873032727,H151@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya169,Founder and Owner,254 113512599,98 9873032727,H152@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2024,Udhaya170,-,258 852068412,258 862240083,H153@gmail.com,Instituto Nacional de Estatística,30_days_&_above,1_-_5_instruments_per_year,test,other,financial_bank_gaurantee,1_million_usd_to_2_million_usd,test,Beira,Mozambique,27/10/2024,Didymus Mareya,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2025,Udhaya171,Owner,267 77740890,26777740890,H154@gmail.com,Normalta investments pty(ltd),30_days_&_above,10_instruments_&_above_per_year,test,exporter,performance_guarantee,500000_usd_to_one_million_usd,test,Gaborone,Botswana,27/10/2025,Marco Ruiz,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2026,Udhaya172,Owner,251 910000329,251 917428286,H155@gmail.com,Normalta investments pty(ltd),30_days_&_above,6_-_10_instruments_per_year,test,online_business,merchant_account_/_payment_gateway,100000_usd_to_500000_usd,test,Asosa,Ethiopia,27/10/2026,Alemayehu Wakuma,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2027,Udhaya173,MD,234 9116563845,234 9116563845,H156@gmail.com,"Ste, Oboss Trading Enterprises",30_days_&_above,10_instruments_&_above_per_year,test,importer,tender_guarantee,100000_usd_to_500000_usd,test,Aba,Nigeria,27/10/2027,Abdou Sambou,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2028,Udhaya174,MD,91 9992611153,91 9992611153,H157@gmail.com,"Ste, Oboss Trading Enterprises",below_10_days,1_-_5_instruments_per_year,test,trader,letter_of_credit,100000_usd_to_500000_usd,test,Hisar,India,27/10/2028,Sakshi Bhatia,sales1@euroeximbank-sales.com,test,test
